Title,Sub Title,Price,Discount Price,Shipping Price,Shipping From,Url
"Apple MacBook Pro A1708 13"" (256GB SSD, i5, 2.3 GHz, 8 GB) 2017 Monterey",Pre-Owned,$400.00,,+$70.00 , United States,https://www.ebay.com/itm/284823517586?hash=item4250cdf992:g:MsgAAOSwF5ViSZh2
Apple MacBook Pro 15 inch Retina /Quad Core i7/ 8GB / 256GB SSD OS Catalina,Pre-Owned,$240.00,,+$74.00 , United States,https://www.ebay.com/itm/234521398900?hash=item369a908e74:g:ryYAAOSwmgBiJ7kG
"APPLE MACBOOK AIR 2020 13.3"" I3-1000NG4 8G 256GB - MWTL2LL/A",Parts Only,$314.88,,+$66.00 , United States,https://www.ebay.com/itm/403560862810?epid=5037481122&hash=item5df61a145a:g:gLEAAOSwcpViPjA1
Apple MacBook Pro 15-inch with Retina Intel i7 2.3GHz 16GB RAM 512GB SSD,Pre-Owned,$329.00,,+$95.00 , United States,https://www.ebay.com/itm/175290634860?hash=item28d022d26c:g:MFAAAOSwTHNiQ3tq
"Apple MacBook Pro Lot of 6 2011-12 A1278"" all power on see description plz Read""",Parts Only,$299.00,,+$157.00 , United States,https://www.ebay.com/itm/203945560932?hash=item2f7c1a4b64:g:hKUAAOSw~0didX-c
"Apple MacBook Air 2018 13.3"" i5 128GB - MREE2LL/A (See Description )",Parts Only,$341.90,,+$49.00 , United States,https://www.ebay.com/itm/403512180633?epid=8025329130&hash=item5df3333f99:g:wfoAAOSwST9iH9cz
"Apple MacBook Pro 15"" 2016 2.7GHz Quad Core 16GB 512GB New Battery #260105",Pre-Owned,$565.99,,+$121.80 , United States,https://www.ebay.com/itm/275307247235?hash=item4019973683:g:xiQAAOSwrQNieval
Apple MacBook Pro A1502 EMC 2835 i5-5257U 2.7GHz 16GB RAM 256GB Discounted,Pre-Owned,$99.99,,+$131.47 , United States,https://www.ebay.com/itm/185438300369?hash=item2b2cfbe8d1:g:dAsAAOSw6RZii9kf
"Apple MacBook Pro 13"" A1278 Mid-2012 Intel i5-3210M 4GB 500GB macOS 10.15 - ZY",Pre-Owned,$199.99,,+$70.00 , United States,https://www.ebay.com/itm/324722398836?hash=item4b9af69674:g:1EgAAOSwHu5g8cC5&amdata=enc%3AAQAHAAAA4H0Tff%2FR7iS2NmRRZJH3tfU%2BH8He4g2BUax0zLmMGzQj2umXjuxDmC%2BHstHRfgEi72m16txsdkWhu2GnuZs9Qi%2B656ysd2dutE5hu5rkcJsfDY61Q50CadAZ5U3358zCXoY8cIKqKhZpKxXtM4hPghDh8xUK1ZZidNu8T2kvVkc6XbDHWSFPocjnu%2BirwQ%2BYIgYeHh4ArW0EIMZTHMxrO9buBRKebrsXLWDsMzUiI6rpJa6ZvehTR%2B3QOBAtSBWlTX19TK9F4Rk7pV4tlUP9j5F09XE%2FLxmn7yYlEl0Gdo%2F8%7Ctkp%3ABFBMxu_dkp9g
"Apple MacBook 2009 A1342 Unibody - 2.26GHZ 5GB 160GB - 13.3"" - OSX 10.13 - ZZ",Pre-Owned,$104.00,,+$70.00 , United States,https://www.ebay.com/itm/324086206893?hash=item4b750b11ad:g:AdUAAOSwcCpeV-sj&amdata=enc%3AAQAHAAAA4DvRJq6kDLPmjfIBC8sQuYRxFKjHgewgAdlGt9km2zZaOyfLqE0v%2BaL47me5MkT5NNIGHl1O2%2F82aTTO7ZXzzt0R1Dpl5KdRHGdyY5VhIU1TE8Wk0%2FVAb80j%2B2cOQlZiKgoPHUxp1IpZBLl1f4AlX8tjZgK9CKpj6rMGmAEiOAZNRiOgmZgbpoQeSRTebv9N6%2BoyCJiNeGXruM%2FuFmucIUvdzU7sJqQ1VqHVoJ5SpbWBshz7bl5KQkNduNpw7vYlSxkmSl4LvWhtGNIXk2WIlMz%2Ba7H8CfEI%2BM6YjRoh1jaM%7Ctkp%3ABFBMxu_dkp9g
"Apple Macbook Air 13"" (2013) | i5 4GB RAM + 128GB SSD | OS BIG SUR | WARRANTY",Pre-Owned,$179.00,,Shipping not specified, United States,https://www.ebay.com/itm/384822034337?epid=2288363192&hash=item59992e3fa1:g:ALcAAOSwOKhiIUWG&amdata=enc%3AAQAHAAAA4LTe45HiyaDPkn1a3tCGQBvLkk3iWVNuwP89twp8v9%2BgWUjTd1X9hcKGOhjyuqa7xb44qKSwz%2Fqmhuwgombvk8Am0SunyTMLhT%2F%2BYcYcXZcYqeb4EH6%2FhQuVLal6kpSUSbSlb7q%2BYrIUxek84mC0dlTJBtSEXE61UHU42fqYrlvnaQlplMZLyrtclX%2FFCwgItDY8bgmMkHl7bAH9BrY219gbGpOm0lokF6v7Dg%2BHpQ50PvOcp5C0t534TMJ0i%2FXCU0qdnVnyLmSssfHHWm5%2BKV%2Bsw02U3fujh8F4zRzuDMw0%7Ctkp%3ABFBMxu_dkp9g
"New ListingApple Macbook Pro A1502, 2015, 2.7GHz Intel Core i5, 8GB Ram, 256GB - For Parts",Parts Only,$150.00,,+$275.55 , United States,https://www.ebay.com/itm/203965625535?hash=item2f7d4c74bf:g:c5gAAOSw9FxijWSL
"2015 MacBook Air a1466, i5 1.6 GHz, 8 GB Ram, 13' 256 GB SSD (Read Description)",Pre-Owned,$155.00,,+$257.47 , United States,https://www.ebay.com/itm/203964257366?hash=item2f7d379456:g:HjEAAOSwDX5ii8~V
"Apple Macbook Air (11-inch, 2015) 1.6 GHz intel core i5, 8gb ram, 128gb with",Pre-Owned,$175.00,,+$257.47 , United States,https://www.ebay.com/itm/203933308936?hash=item2f7b5f5808:g:QkIAAOSwg9BicFG0
APPLE MACBOOK PRO TOUCH BAR A1707 15' i7 2.9GHz (2017) 16GB RAM 500GB 2GB VRAM,Pre-Owned,$475.00,,+$275.55 , United States,https://www.ebay.com/itm/203928463170?hash=item2f7b156742:g:YvoAAOSwGKZiasoJ
MACBOOK PRO 13 | CORE i5 | 500GB HDD| 8GB RAM | Catalina | 2012 |OS-2019,Pre-Owned,$159.00,,+$105.31 , United States,https://www.ebay.com/itm/203959375096?hash=item2f7ced14f8:g:CLQAAOSwWSBiho7D
Apple MacBook Air A1370 11.6 inch Laptop - For Parts or Repair,Parts Only,$45.00,,+$275.55 , United States,https://www.ebay.com/itm/203908601864?hash=item2f79e65808:g:DUgAAOSwOTliUarF
"2017 Apple Macbook Pro A1706 13 inch, i5 3.1GHz, 8gb ram , 500gb",Pre-Owned,$400.00,,+$257.47 , United States,https://www.ebay.com/itm/203951978161?hash=item2f7c7c36b1:g:JFcAAOSwhgpigsIL
MacBook Air 13” A1466 2015 Core i7 2.2 GHz RAM 8GB SSD 250GB,Pre-Owned,$350.00,,+$49.00 , United States,https://www.ebay.com/itm/203922198580?hash=item2f7ab5d034:g:R3IAAOSwo8phqXRq
Apple Macbook Pro 13 Laptop | i5 8GB RAM | 500GB HD | MacOS Catalina | WARRANTY,Pre-Owned,$209.00,,Shipping not specified, United States,https://www.ebay.com/itm/383223190235?hash=item5939e1d2db:g:tIUAAOSwY89h-xcX
"Apple Macbook Pro 13"" Laptop | 8GB RAM + 500GB HD | MAC OS + 2 Years Warranty",Pre-Owned,$199.99,,Shipping not specified, United States,https://www.ebay.com/itm/384811205830?hash=item59988904c6:g:3v4AAOSwLxZiR2uC
"Apple MacBook Air 13.3"" Apple M1 Chip 256GB SSD 8GB RAM A2337 Silver AS IS!",Parts Only,$399.99,,+$76.75 , United States,https://www.ebay.com/itm/255180622101?hash=item3b69f34915:g:QdkAAOSwB9ZhaeBo
"Apple Macbook Pro 13"" Laptop | 8GB RAM + 500GB HD | 2 YR WARRANTY + TECH SUPPORT",Pre-Owned,$239.00,,Shipping not specified, United States,https://www.ebay.com/itm/383210349263?hash=item59391de2cf:g:-EYAAOSwaB1f94Zg
APPLE MACBOOK AIR 13 INCH LAPTOP | I5 TURBO BOOST | SSD | 2 YEARS WARRANTY,Pre-Owned,$269.00,,Shipping not specified, United States,https://www.ebay.com/itm/334348527363?hash=item4dd8b9a703:g:sBIAAOSwWbliAuwL&amdata=enc%3AAQAHAAAA4PY52BAYnYGR5c0%2FAdOZmSkRBsF7%2BCwKGQDfcDipGXuH8CPBxEaRYUPZJVzVsNwD%2F%2FHjNfsowLV9pgNeuaXXAsCi651UdjRgXLaHpN%2BQunfnSfdNk0pbRfPn7DabkK3OFMJsPnXvk%2FXxnXjAxqMfeZdmMfRI399pMp%2BpsBCYM1dT2TgfSjLqB0a19Urgm9knNUztM%2FbWF%2Fd2ebpJP8i9puGfCNQ%2B10kiUba1lkXrIXIOmTfPqBgfpRWr2DQI1ljiMFqMGnosK0n55Q0NRZbnLMfDABHBxQBuYdnYYzKuBFUF%7Ctkp%3ABFBMxu_dkp9g
APPLE MACBOOK AIR 13 INCH LAPTOP | RETINA + SSD | TURBO BOOST | 2 YEARS WARRANTY,Pre-Owned,$199.99,,Shipping not specified, United States,https://www.ebay.com/itm/334376506766?hash=item4dda64958e:g:vioAAOSwP0RiV0B2&amdata=enc%3AAQAHAAAA4M4j08B7GGGZmdKRzLYfN4QSs3V2m9qe%2FuFEX%2BcZxovNwUdcDy2YjHkBO%2FXkCQw2Wbi2dwFrf1l98bkYoe%2B5lmnBTuoY%2BhCcfrPEwjw%2FB5xDZeuJMh%2FxlN%2BOQUEOy04qmH7SWZsL9KUHPqraL5V%2F1xuGxOYuwQXS1VchyDcizPASr2yYHKrko48s8Uy%2FKYjbp1dRR%2F%2BVZrrPpYcqXdp3g8si1nSHvwA2AHPafKP%2FpHcmfAjaMxcyWjvinnC5PLZjmG0efFM2IO3S%2BDpHS7SoHYPiowMHVAUQ3NMwBTe2fiVH%7Ctkp%3ABFBMxu_dkp9g
APPLE MACBOOK AIR 13 INCH (2015) | 8GB+256GB SSD | OS BIG SUR | 3 YEAR WARRANTY,Pre-Owned,$315.00,,Shipping not specified, United States,https://www.ebay.com/itm/384713059616?epid=26045504222&hash=item5992af6d20:g:y8EAAOSwcgth-x4r&amdata=enc%3AAQAHAAAA4Cjn7wrXfym1wi5MbzdDlHPQUSMR3zx5yvUHOd5KYJdR%2FwVLoSzmMZkNWFHVSQRoaErQ%2BkU%2BmqNN6X%2FRsCjxx7AMdcM%2FlmKyYSzp8AyXtX2gwd4pTCRlUcBC%2BnSJTl7Zp%2FXURjkxCFmyzFR9%2BISi50x9wQs59Sviq%2FPNyP4lZY%2B4xTDmJTeCWCz0Pc5qPWxKnYw7X7OCWfMes5wTNQXCLn6LMu4k88DNY4wYezIuH2NME6cuYmf4zvG3KIZ4QWYwzAo69DXWf1gwEboYx%2Fu773o1EANmCalhKkViHjsc78mj%7Ctkp%3ABFBMxu_dkp9g
Apple Macbook Pro 13 Laptop i5 8G RAM 256G SSD MacOS X MICROSOFT REFURBISHER,Pre-Owned,$199.99,,Shipping not specified, United States,https://www.ebay.com/itm/224989904724?hash=item3462717f54:g:9lYAAOSwgh1igqId&amdata=enc%3AAQAHAAAA4BnAL9UwwdhLkmMNvPM2%2BJqfNp4n90NnB2ESqTKx4DhosqsEcbgOnrWyuX%2F8WTLNuQIWTYfktcrol1IY6xpRt3niGV0HjUN%2BCC2CKo6xVr9Khh9ydBhDOUtzF0ZGJejBQgXkG1gRmV1vrMnvR5GPdKtGblegz0LCcZEP1BdiROv7WlRFalcfHEnnsL91dj0qQfsocop4sFDdVouoab4wIRhCJcr3I7ZO7GTQ%2BYchbM71i38WTDXtWYrHhRqlf5Pzbo8nSuww8uk7TVdIHNsT5MR24SqjukiHVhflBXXEHXlY%7Ctkp%3ABFBMxu_dkp9g
Apple MacBook Pro A1708 13” Intel i7 2.5GHz 512GB SSD 16GB BTO/CTO Thunderbolt 3,Pre-Owned,$335.00,,Shipping not specified, United States,https://www.ebay.com/itm/384875225453?epid=146411925&hash=item599c59e16d:g:zusAAOSwmOBidZfA
"APPLE MACBOOK PRO 15"" (2015) | QUAD CORE I7 + RETINA + SSD | MAC OS | WARRANTY",Pre-Owned,$519.00,,Shipping not specified, United States,https://www.ebay.com/itm/384740886482?epid=217009412&hash=item59945807d2:g:0MIAAOSwZzJiDtnq
"Apple MacBook Pro A1502 11,1 13"" Laptop 2.6GHz i5 8GB RAM 128GB SSD 11.0 Grade C",Pre-Owned,$178.49,15% off,+$162.05 , United States,https://www.ebay.com/itm/134112301113?hash=item1f39b75039:g:cdUAAOSwBX1h3ezZ
"Apple MacBook Pro A1502 2015 13"" Retina i5 @ 2.70GHz 8GB RAM 256GB SSD",Pre-Owned,$349.99,,+$70.00 , United States,https://www.ebay.com/itm/224999775545?hash=item3463081d39:g:2MgAAOSwvcVii~d~
2006 Apple MacBook A1181,Pre-Owned,$49.99,,+$49.00 , United States,https://www.ebay.com/itm/255475607219?hash=item3b7b8866b3:g:EBMAAOSwurBiTlXj
"Apple MacBook Pro 13"" A1706 Intel i7 7567U @3.50Ghz 16GB RAM/512GB SSD Touch Bar",Pre-Owned,$610.00,,+$260.67 , United States,https://www.ebay.com/itm/203934202279?hash=item2f7b6cf9a7:g:~EsAAOSwsEpicUTu
"13"" Apple MacBook Pro Retina - i5, 8GB, 128GB SSD!",Pre-Owned,$367.08,8% off,+$70.00 , United States,https://www.ebay.com/itm/363844582266?hash=item54b6d3bb7a:g:sokAAOSwCWJihqzx&amdata=enc%3AAQAHAAAA4GmUCExHazKvB%2FxSeyODuZ6jxRR%2Fxy5bEijLamrpzEr8sC%2FjDINRBxM%2FZ7XjlREon5pqsOHs2STT47iuNQPu7sweFbvzZNee0WJInCNke0nSfKD9%2BCRism842A3MQa2r5FEWbZoqlhTJ%2BL%2FqHASUti6Ump7NX1%2BLxeM4i6LMh3ietFQco6TkUge9F7kVlNbNb3il3sZ%2BwW48G4HxZV33GBsjNycvHRnmOcPs3%2FZqRGWLhzcKemXWCcmMaqsJ1qf5kIudBMEVc5rsuTojyKDFOu6nHvZ7ZuC36UlRmUyt3AsM%7Ctkp%3ABFBMxu_dkp9g
"11"" Apple MacBook Air - i5, 4GB, 128GB SSD!",Pre-Owned,$183.08,8% off,+$70.00 , United States,https://www.ebay.com/itm/363845844658?hash=item54b6e6feb2:g:mW8AAOSwCg1iiDZ~&amdata=enc%3AAQAHAAAA4BQlVxNvsyNcbsQHxKFHkya4mDxEZn3JR2ioe7bpAbivDHhYMVj8WXyl0DZ1n2NGhKj%2BfeOjawTMhznD5JLvONz8IolB5ChKLEiARzFV6E1NmFhiz3ZJgEPcHjs2ENVDIZ2%2FfxGSJ7BBATpJ%2BHxVTINZdmbGTLMiRY99%2FS%2F2xyiVPvsio3Uyon8x0xTxxJ5PUNnqIJMpDcJhctmS3Zd6PfpYVbGNFBvHrS%2B5PeJ9xJX%2FORn5b00YKuD7oKYzFpJztPZqJjfgMXwxz%2Fvfpd0zAG9QhZMKkRmdyABEMhplidVm%7Ctkp%3ABFBMxu_dkp9g
"Apple MacBook Pro A1502 12,1 13"" 2.7GHz i5-5257U 128GB SSD 8GB DDR3 11.0 Grade B",Pre-Owned,$259.24,15% off,+$162.05 , United States,https://www.ebay.com/itm/134108935446?hash=item1f3983f516:g:nK4AAOSwlQRh3Jgv
"NEW 2022 SEALED APPLE MACBOOK PRO - 16"" SPACE GRAY - FULLY LOADED - M1 MAX",Brand New,"$9,999.99",,"+$3,675.55 ", United States,https://www.ebay.com/itm/115192587402?hash=item1ad203648a:g:3QUAAOSwFQRiZaEA
"Apple MacBook Air 2019 13.3"" i5 128GB - MVFH2LL/A (See Description)",Parts Only,$296.88,,+$49.00 , United States,https://www.ebay.com/itm/403512337606?epid=18032820715&hash=item5df335a4c6:g:rfMAAOSwVhRiH--j
"Apple A1466 Macbook Air 13.3"" i7-4650U @ 1.7GHz - 8GB RAM - 128GB SSD",Pre-Owned,$199.99,,+$66.00 , United States,https://www.ebay.com/itm/224999703206?epid=146411925&hash=item34630702a6:g:gmkAAOSw25lii-si
"2010 Apple Macbook Pro 15"" Model A1278 Used",Parts Only,$19.99,,+$70.00 , United States,https://www.ebay.com/itm/155006247702?hash=item241717a316:g:CygAAOSwzFtiiqDb
"Apple MacBook Pro 15"" Retina Silver Mid-2018 i9-8950HK 32GB 512GB SSD Big Sur LC",Good - Refurbished,"$1,024.99",,+$66.95 , United States,https://www.ebay.com/itm/403510911860?hash=item5df31fe374:g:bN4AAOSwQQViYD-w
"New ListingMacBook Air 11"" Early 2015 (2111) Core i5 1.60GHz 4GB RAM 128GB SSD - Grade C",Pre-Owned,$207.09,,+$70.00 , United States,https://www.ebay.com/itm/284828084438?hash=item425113a8d6:g:Ca0AAOSw~2FijSgK
macbook air mid 2015 I5 8 gig Ram 500 gig SSD,Pre-Owned,$200.00,,+$49.00 , United States,https://www.ebay.com/itm/165496996187?hash=item268863c15b:g:i1wAAOSwmNJifj~o
"2017 Apple MacBook Pro 15"" Intel Core i7 16 GB RAM 1TB 3.1 GH new keyboard w/box",Pre-Owned,$725.00,,+$49.00 , United States,https://www.ebay.com/itm/234563188562?hash=item369d0e3752:g:8UMAAOSwQ7BicxSo
"Apple MacBook Pro A1502 12,1 13"" 2.7GHz i5-5257U 500GB SSD 8GB DDR3 11.0 Grade C",Pre-Owned,$259.24,15% off,+$162.05 , United States,https://www.ebay.com/itm/384874979118?hash=item599c561f2e:g:nK4AAOSwlQRh3Jgv
"Apple MacBook Air A1466 5,2 13"" Laptop 1.8GHz i5 8GB RAM 250GB SSD 10.15 Grade B",Pre-Owned,$161.49,15% off,+$162.05 , United States,https://www.ebay.com/itm/384871523118?hash=item599c21632e:g:qMIAAOSw3MJh3ds1
"New ListingMacBook Air 11.6"" Mid 2013 (402) 1.30GHz Intel Core i5 4GB RAM 128GB SSD",Pre-Owned,$215.64,,+$70.00 , United States,https://www.ebay.com/itm/284828097475?hash=item425113dbc3:g:qwEAAOSwPZVijSuo
"New ListingMacBook Air 13"" Mid 2011 1.70GHz Intel Core i5 4GB RAM 128GB SSD",Pre-Owned,$251.74,,+$70.00 , United States,https://www.ebay.com/itm/284828124915?hash=item42511446f3:g:I8AAAOSwW2ZijS16
"MacBook Pro 2011 A1286 (EMC 2563) MD318LL/A Core i7-2675QM 2.2GHz, 4GB DDR3 RAM",Parts Only,$90.00,,+$79.00 , United States,https://www.ebay.com/itm/134084103946?hash=item1f38090f0a:g:rMYAAOSwKOBiEaqd
"Apple Macbook Pro 13"" Space Gray i5 2.3GHz 8GB 128GB SSD Big Sur MPXQ2LL/A LD/B",Very Good - Refurbished,$449.99,,+$62.46 , United States,https://www.ebay.com/itm/403264542090?epid=238194934&hash=item5de470958a:g:jb8AAOSw7MNiYD33
"Apple MacBook Air A1465 6,1 11"" Laptop 1.3GHz i5 256GB SSD 4GB DDR3 11.0 Grade B",Pre-Owned,$135.99,15% off,+$162.05 , United States,https://www.ebay.com/itm/134076331251?hash=item1f379274f3:g:GOoAAOSwIfJiTFeu
"Apple MacBook Pro 16'' (512GB, Intel Core i7, 2.6 GHz, 16 GB) Laptop - Space Gra",Brand New,"$1,895.19",,+$101.10 , United States,https://www.ebay.com/itm/394075088548?epid=18035226370&hash=item5bc0b4a6a4:g:M-EAAOSwmNJidqT3
"MACBOOK PRO 2020 TOUCH BAR 13.3"" 2560x1600 i5-1038NG7 16 512GB SSD MWP42LL/A",Parts Only,$499.00,,+$49.00 , United States,https://www.ebay.com/itm/403435625797?epid=20038050818&hash=item5deea31d45:g:kYAAAOSwl1diDWdP
"13"" Apple MacBook Pro - i5, 8GB, 512GB Storage!",Pre-Owned,$275.08,8% off,+$70.00 , United States,https://www.ebay.com/itm/363846902105?hash=item54b6f72159:g:OHgAAOSwZAdiiY3r&amdata=enc%3AAQAHAAAA4P1h97LlCYdH4ONgGYpDj8w0N091Dw4q7NqceB5X9mwbGmBEQvYSIjyHz%2BMzCddlJ%2FHwnJWFMAMTwoSMYu6PqfgDnFSgmxFHsKH5Qvux5%2FJ92RdNUPBEq5A50H7m9yccZIP6pDJUjRarnGjZ87gCbBdQ6y15v73DVOQeGhZ%2Fwx0O79asorBjIK0yfpurJ%2FI0HRCRur4y3b%2Bj%2Bzsj5%2FP4LgwBFQbuwhKHHGwVYTynP3dM3PBTcawMaznEaJwzBB0lQUMnUwkpBIFGAfjexKTQxEaFIKVHhWrdRn2kG2eUL%2B5E%7Ctkp%3ABFBMxu_dkp9g
"13"" Apple MacBook Pro Retina - i5, 8GB, 512GB SSD!",Pre-Owned,$551.08,8% off,+$70.00 , United States,https://www.ebay.com/itm/363845835481?hash=item54b6e6dad9:g:1x0AAOSwTCNiiC2d&amdata=enc%3AAQAHAAAA4H%2B4o35LFv6xWe7GYFyTU28L4wz7U7IjxrprE2pjOSHqL3XB5xO3dJa5zz2bbE6VBIJanRSWw9uTBPQiithLTpTNXNghPwM9VuoJRhuYM3jiwmX6Sm8VtcUrQMdtH3fFzzMizsQFTdNv6igglJ07yCffpUbqZxIpLGbFo8YIlB%2F7F0O%2B%2FYdI6Hwq0a5IxkcKmvRx2VoXD2DjByUdGYEDnJtqs1lRlJOc%2F8Ip0eFAv4CLVOBmgow6jpFk2IIcx54jLqc6gdy7quP7MNL98rLlyEuQiP0Q9EigAJeA7fCwktal%7Ctkp%3ABFBMxu_dkp9g
Shop on eBay,Brand New,$20.00,,,,https://ebay.com/itm/123456?hash=item28caef0a3a:g:E3kAAOSwlGJiMikD&amdata=enc%3AAQAHAAAAsJoWXGf0hxNZspTmhb8%2FTJCCurAWCHuXJ2Xi3S9cwXL6BX04zSEiVaDMCvsUbApftgXEAHGJU1ZGugZO%2FnW1U7Gb6vgoL%2BmXlqCbLkwoZfF3AUAK8YvJ5B4%2BnhFA7ID4dxpYs4jjExEnN5SR2g1mQe7QtLkmGt%2FZ%2FbH2W62cXPuKbf550ExbnBPO2QJyZTXYCuw5KVkMdFMDuoB4p3FwJKcSPzez5kyQyVjyiIq6PB2q%7Ctkp%3ABlBMULq7kqyXYA
"15"" Apple MacBook Pro Retina - i7, 16GB, 512GB SSD!",Pre-Owned,$551.08,8% off,+$70.00 , United States,https://www.ebay.com/itm/363844579393?hash=item54b6d3b041:g:i4IAAOSwrNJihqtN&amdata=enc%3AAQAHAAAA4MICAwKDnNv3O4tXz%2B9AV%2FF8X9DvrF3%2F0S4E8ItTEVGsK8nlfBSPC2ixgTpsCkHW50sKqUc2q7svc2NFACMAstMMokB0NVOxwVxTQaSFy%2BgKV%2Fl0XZ9O%2Bikb3%2FxPv%2B7sQv7wyDA880k%2B%2B04N%2B%2FoBzWSgLVsMfMFbf24FOKItIt9dxQ%2F5ava84CNo9rCz%2FD91RaxnxUy5l9weMRPfcji4Bq5D6K0mDC41eDQ7hsy30xd51FcJhFeTgiPFwI32168MookvwC5CxVUOoJZIDcK9e9JWhCmgDbql26QlM9Opq8aq%7Ctkp%3ABFBM7pbekp9g
2016 Apple MacBook Pro 15 Touch Bar Intel Core i7 2.7GHz / 16GB Computer LapTops,Pre-Owned,"$1,175.00",,+$49.00 , United States,https://www.ebay.com/itm/165482179531?hash=item268781abcb:g:Xo0AAOSwEV5h5E42&amdata=enc%3AAQAHAAAA4Lx6PZ%2BjPAkPsqDPoG%2FjlRqizvtLXjyq%2FYpJIOWpnOxYMoZIR5WY3hXsOsuQc98kjUAqRhppqHlfACkhz%2F3OrEnYgN%2BTmeimHXtlCf3gWfdAAfc9BvPPUeHJ83wWQPLt6ePq8bXq8UAYn%2B2bvxyelJWbQT2PM0rNVWNzBmOiw1cgx%2BN414GjhIFUofZ349MHTJEj9gj2yCJ7uhmy%2BUQ2io8GNewcPTpsKWamohVhSSXb4gSfrwjKBdHdwGkSJ9G0u2ptq0GOrs3ym7xLZBaO2VbSGQWTMVXEeXy4yurFKy7T%7Ctkp%3ABFBM7pbekp9g
2015 Apple MacBook Pro 15-inch Laptop |2.2GHz Intel Core i7|16GBGhz| 256GB SSD,Pre-Owned,$625.00,,+$99.00 , United States,https://www.ebay.com/itm/284580645966?hash=item4242540c4e:g:6vgAAOSwTV5hxTME&amdata=enc%3AAQAHAAAA4Mehd8KihxfQHqpIcmNnSXlo2m3lDyAnyLqdjEmoA2is%2FmBB3IowBd8RjOi4AozL48zhtjl%2BeJJOlhCYJArbioafv%2BASNLyUh3OtK0Cfx8lBw72NCId1uVMBHpJnLIt4mzTkmJ6jpEo8ehOF%2FntJPWfz398Y34BdUYiwl6jzaAYyREFuNysJw1mrmoE7RwaaRbIkyTjx%2BoG%2B6OEu8aEEji2xVezS3U6CnbpbeOatDwJYa8Ge183q%2BG1TT04toDklqiz0q7ZJCZ3rjwKdKmiifPMefrd8RMMm%2Bhkf8VpTTmVW%7Ctkp%3ABFBM7pbekp9g
Apple MacBook Pro A1286 15-Inch Mid-2011 Core i7 2.2Ghz 16GB 500 HDD,Pre-Owned,$345.00,,+$115.00 , United States,https://www.ebay.com/itm/284590245194?hash=item4242e6854a:g:y4MAAOSwxkhhz8oZ&amdata=enc%3AAQAHAAAA4MuRXtB2m3z3%2FsMOWDlqs3pffFaIU3sq6xkClq2VsxiKlXuzjeRXhOA1fCFQ9nb6JZ%2FVPhjyBti9lT5zmZ%2BKextf4mU2V9cZmSeb92aJVMI0EgD0jz8vbIsz%2FH6c2tV9RzlRiUJaGxlNpMMdGRLfffVngnsCH3QlbZyZCaPsFyCXWKG0%2BHnPK3EnJdBZ9GVsyUXqiY9yrgS2WJgb3Qtav2UlNkAPB0yugM4rbpQRJcBkgfzoYXjGBchZ8%2B5cqgv2dpStcOgXBK4u49vmNtdFc5eQjzziZpDpRsUJIZe5zo72%7Ctkp%3ABFBM7pbekp9g
"Apple MacBook Pro 16'' (512GB, Intel Core i7, 2.6 GHz, 16 GB) Laptop - Space Gra",Brand New,"$1,895.19",,+$101.10 , United States,https://www.ebay.com/itm/394075088548?epid=18035226370&hash=item5bc0b4a6a4:g:M-EAAOSwmNJidqT3
"MACBOOK PRO 2020 TOUCH BAR 13.3"" 2560x1600 i5-1038NG7 16 512GB SSD MWP42LL/A",Parts Only,$499.00,,+$49.00 , United States,https://www.ebay.com/itm/403435625797?epid=20038050818&hash=item5deea31d45:g:kYAAAOSwl1diDWdP
"Apple MacBook Air 13.3"" 2020 I3 8GB 256GB, GOLD - MWTL2LL/A",Pre-Owned,$448.99,,+$66.00 , United States,https://www.ebay.com/itm/403635611402?epid=5037481122&hash=item5dfa8ea70a:g:Q0MAAOSwh5ViBCJW
"APPLE MACBOOK PRO TOUCH BAR 13.3"" 2560x1600 M1 8GB 512GB SSD MYD92LL/A",Parts Only,$549.00,,+$66.00 , United States,https://www.ebay.com/itm/403613670860?epid=24042406150&hash=item5df93fddcc:g:NzcAAOSwedtieX3a
"Apple MacBook Air A1466 6,2 13"" Laptop 1.4GHz i5 4GB RAM 128GB SSD 11.0 Grade A",Pre-Owned,$161.49,15% off,+$162.05 , United States,https://www.ebay.com/itm/384871513124?hash=item599c213c24:g:b9UAAOSwcVFiTFEg
"Apple MacBook Pro 13.3"" 2020 APPLE M1 8GB 256GB SSD SPACE GRAY - MYD82LL/A",Parts Only,$589.87,,+$66.00 , United States,https://www.ebay.com/itm/403656572192?epid=11042403493&hash=item5dfbce7d20:g:mcoAAOSwb0xig8tQ
"Apple MacBook Pro Space Grey A1990 15.4"" (1TB SSD i9 2.4 32GB Radeon Vega)",Pre-Owned,"$1,399.99",,+$81.00 , United States,https://www.ebay.com/itm/275313382342?hash=item4019f4d3c6:g:8tIAAOSwDRNigYz~
New ListingMacBook Pro Retina 13 Late 2013 Core i5-4258U 2.40GHz 8GB 256GB SSD,Pre-Owned,$370.49,,+$74.00 , United States,https://www.ebay.com/itm/284828078339?hash=item4251139103:g:k8MAAOSwp8dijSar
Apple MacBook Pro 13 | macOS 2019 CATALINA | 16GB RAM | 1TB SSD | WARRANTY,Pre-Owned,$515.00,10% off,+$99.99 , United States,https://www.ebay.com/itm/154613900619?hash=item23ffb4e54b:g:7HAAAOSwynZhugSf
