Title,Sub Title,Price,Discount Price,Shipping Price,Shipping From,Url
Apple MacBook A1181 2007 3.65A Max 16.5Vdc White with 60W Mag Safe Power Adpater,Parts Only,$74.95,,+$66.00 , United States,https://www.ebay.com/itm/265665011295?epid=78120385&hash=item3ddade5e5f:g:yAEAAOSw5FFgxqEI&amdata=enc%3AAQAHAAAA4AfTS5jMO6qxYhId20cFv7HRjxiSjDLK2uVL7pZQVQ3cwjHc0kl8UnjVt9t8xYfPVjr3Rus1DmtfCRCqP3R3F5baeq3FjPebQE2IcTDV2mH3UMc%2Fkoc7azI6Mu%2BF9F%2Bare6Ak0i1bk1InQqHbRdrE7v4BFI%2BBog7Hb5LMN64NcNc%2FducVC09DXi74YHAEVAZfqk8HD%2F21%2FQd5REvvqQsybEESyMfFWLuuoOS15Fm9jLelM%2BYxv5ljt2BColDhNrIP7akon%2FI9IK21YZVo2uA2jN82PUm0LCfsX66Qm8QsPey%7Ctkp%3ABFBM7pbekp9g
Apple MacBook Pro 15 (2013) Intel Core i7 8GB 2.0GHz 256 GB SSD Retina Excellent,Pre-Owned,$550.00,,+$99.00 , United States,https://www.ebay.com/itm/284607540979?hash=item4243ee6ef3:g:n-EAAOSwAfth2atg&amdata=enc%3AAQAHAAAA4GPmmSPyhnu9UGqUJzdZFDrsv8FtS9WxBCgDx6GmKIPW7DajutA6n6h4CwdlaDpWrcl3ZtQjQKCSO70ZfCXE9yfOqMsSdBWlBwNDOfos8Ris1oHDEUlohtkNp05X9nPCQsmZjzoaY3%2BmBx7XFUI2qrcVbXFvkdFYC%2B4nouNk9kh%2FywDpk8a5jTIF6dWnBsrZQ2ia1wZaJ6W4TcHuZGYQ%2BIPtcaist2E98pkSp2PWpYVNMP6D7baCXPKpzp95EUjIWFWRo%2FSkX%2BVTJUmrl24cAfNc3BDwS6c1xkDLbfImi8zL%7Ctkp%3ABFBM7pbekp9g
Apple MacBook Pro 15 (2015) i7- Quad-Core 16GB 2.2GHz 256GBSSD Monterey 2021,Pre-Owned,$675.00,,+$99.00 , United States,https://www.ebay.com/itm/284600050580?hash=item42437c2394:g:9I8AAOSwPGhh2Zzg&amdata=enc%3AAQAHAAAA4E4X4%2FGAUw3vVP4q%2FE5G6mviCllXChd6rj5UziJsb0cnDXA8lzRmCgFC4%2Byjpj4g4qwCMMyQo37MO%2FeuFL4lSXSg2ZIj2xqYmNFWTvlTVZUdn8JvolW9KU%2BroQWtMGnXFRnyzWC42SHvR9YGxBr2UV3GPBd7sHRDafnzl5l%2FR3C8avt8uG3mEPLyidJb7IlZy%2F5K9r7N%2BRUizU0R7%2Bn8VA4rLIRusMj2ArpuWgKJk0vF2Sa2%2BxQ8rs8ayu3qPi3aArS6ab4IjArYtqZqcAj%2BZO3HCI7hWCi2o3Gpn9hWu1Y8%7Ctkp%3ABFBM7pbekp9g
"Apple MacBook Pro 13.3"" mid-2019 Intel i5 128GB - MV962LL/A - Space Gray",Parts Only,$440.81,,+$66.00 , United States,https://www.ebay.com/itm/403435493293?epid=2303158019&hash=item5deea117ad:g:mhcAAOSwgYth8txA
"Apple MacBook Pro A1278 13.3"" Laptop 2.4 GHz p8600 500GB with Linux",Parts Only,$69.95,,+$77.69 , United States,https://www.ebay.com/itm/363820878097?hash=item54b56a0911:g:Ag0AAOSwOPZiDnGG
"Apple MacBook Air 2018 13.3"" Intel i5-8210Y 128GB SSD - MRE82LL/A",Parts Only,$359.10,,+$49.00 , United States,https://www.ebay.com/itm/403459304530?epid=12025311918&hash=item5df00c6c52:g:fRMAAOSwm8ViAuyO
"NEW 2022 SEALED APPLE MACBOOK PRO - 16"" SPACE GRAY - LOADED - M1 PRO",Brand New,"$5,999.99",,"+$3,675.55 ", United States,https://www.ebay.com/itm/115364000261?hash=item1adc3af205:g:yqQAAOSw06FiZaCi
"NEW 2022 SEALED APPLE MACBOOK PRO - 16"" SILVER - FULLY LOADED - M1 MAX",Brand New,"$9,999.99",,"+$3,451.55 ", United States,https://www.ebay.com/itm/115112201906?hash=item1acd38ceb2:g:OtIAAOSwfaRiZaLV
Apple Macbook Air 13”,Pre-Owned,$420.00,,+$25.00 , United States,https://www.ebay.com/itm/234279974007?hash=item368c2cb477:g:D08AAOSwEs5hgfn-
"Apple MacBook Pro 15"" Mid-2015 Silver i7 2.5GHz 16GB 512SSD BigSur MJLT2LL/A LB",Very Good - Refurbished,$559.99,,+$62.46 , United States,https://www.ebay.com/itm/203848958149?hash=item2f765840c5:g:E4MAAOSwsK5iYDpy
"Apple Macbook Pro Mid 2017 13"" A1708 i7 2.3GHz 8GB SSD 512 GB",Pre-Owned,$575.00,,+$326.09 , United States,https://www.ebay.com/itm/234553994699?hash=item369c81edcb:g:x70AAOSwX7FigWFS
"Apple MacBook Pro 13.3"" mid-2019 Intel i5 128GB - MUHQ2LL/A - Silver",Pre-Owned,$550.52,,+$66.00 , United States,https://www.ebay.com/itm/403418746077?epid=3032824383&hash=item5deda18cdd:g:b8EAAOSw5Hlh3vgH
MacBook Pro 13 Touch Bar Space Gray 2019 2.8 GHz i7 16GB 512GB #8852,Pre-Owned,$825.99,,+$110.50 , United States,https://www.ebay.com/itm/275307237341?hash=item4019970fdd:g:zXkAAOSwkiRievGw
"NEW SEALED APPLE MACBOOK PRO 16"" SILVER - FULLY LOADED - 8TB / 2.4GHZ",Brand New,"$7,999.99",,"+$2,958.73 ", United States,https://www.ebay.com/itm/114849896300?hash=item1abd96576c:g:15gAAOSw6X1g5MIf
"Apple Macbook Pro 13"" Laptop | Intel i5 16GB RAM | 1TB SSD | OSX-2019 | WARRANTY",Pre-Owned,$500.00,10% off,+$79.99 , United States,https://www.ebay.com/itm/153993659236?hash=item23dabcc364:g:DWoAAOSwlJRgDD8a
Apple Macbook Pro 13 | 16GB RAM | 1TB SSD | 2.4GHz Intel | MacOS Catalina,Pre-Owned,$445.49,10% off,+$99.99 , United States,https://www.ebay.com/itm/154099275074?hash=item23e1085542:g:p4wAAOSwGypf4MQ~&amdata=enc%3AAQAHAAAA4KMbyzYvMiO0sWCoH01DbHSZf9MRHCG8cz2yAw8pNTNsfmCEoXM05PNoGLn5X2VQmix64aeZo%2FUFsCl0Ez9ahPWfANHGJ5uBMZ63YG5AyWI%2BM64gYNpFtFv0CgJO%2F7Aa84HEjZhMi3UGcuNj%2Fgjg2BkSUzXm3VO7kT8sPVr0%2BrJWIkfywI8i0IjHLxVdJkwkGRNtsK1N%2F3tWjbGXYiYVvQcxlhlFxhRqhzng3imsUroI2%2Fnl%2Bz7DlGMbs4Kls%2FmzMOdDxhh6HQkUBDnKN6beaIHz%2FK%2BhiwAqCx5PMQfveRY0%7Ctkp%3ABFBM7pbekp9g
"Apple MacBook Pro 15"" | NEW 256GB SSD | 8GB RAM | MAC OS Catalina | Restore USB",Pre-Owned,$289.95,,+$66.00 , United States,https://www.ebay.com/itm/154984273303?hash=item2415c85597:g:xqcAAOSwgnZidtux&amdata=enc%3AAQAHAAAA4IN01k8ve3aEpG%2B3HcDP9bhU0etwMXX45y%2BGGGWWz7RqC8r64hDiCh26UVL2E2YBTQPhI4ssQC4ue9voQmGROrdGi1B1GjcZCnYinPbVcGt8f2z1GKBmKZ%2Fv9hE%2Byx%2B%2FCS9v6%2FiTMav0Lzr6szVlEKj9CnWKyX9g07xCxMSMfhJ2USPp1Sr%2B4Gol6j8S0Wyyb3VmjYhUmnU%2BWn9B5KpoexvT9Y6LWmNt4ZUUbWdh5y4xd1PPGnUHPsC4mfeiPMMrP1XTp4kQEqcSU9LdTi0CD%2FblQodBFAG8cH1aHLIvf0AO%7Ctkp%3ABFBM7pbekp9g
"Apple MacBook A1181 13.3"" Laptop - MB404LL/A (February, 2008)",Open Box,$199.00,,+$70.00 , United States,https://www.ebay.com/itm/185379555044?epid=78120375&hash=item2b297b86e4:g:O1EAAOSwTZFiUe2K&amdata=enc%3AAQAHAAAA4M0s9UF7eC0gOBfb%2ByjE%2FAuTULN%2BB5YcsFxuro88YzFeJHSopq8XwmTSHiGJprAmS5nKk3B3s7EWqkHl2NUGlGYVIAF8P%2Bg%2BOoCB4cpROJu0g6h1g6ft2wJhCDMngmvgJRaoNgEaibhEWGyCM6VJyIv5CpoY3ezhl%2BbfiO5ayPw865zL%2BTkMB4Ol3ATgI%2Bdhy8NOjPiQRz76hJ5K21s2kA7qwGvzcV0pNHduSCNUg75FrvwAm9Afw0lgBw3HTD2CgJk2UxyodocimdpHtLaE28o1jwQf70uPQcwaWzQvvN72%7Ctkp%3ABFBM7pbekp9g
apple macbook pro 13.3” 2.5GHz intel Core i5 2012 8GB RAM 500GB HDD,Pre-Owned,$325.00,,+$84.55 , United States,https://www.ebay.com/itm/164849370110?hash=item2661c9c3fe:g:z0AAAOSwg6VgkZdV&amdata=enc%3AAQAHAAAA4Hin5DQbZaqYcPucO0%2Bxr1pQlbyD40d4ERaGQXH3BRZa8uhg55xgNOFiuiT19kOWOGpC%2FAe86bK9c76PbRBWvpn0l212eepHnGnl3JXqD3wSQMxoJYkI2WyUh9ByHXsoHQGrqz0ECV4aom1F1654x%2BGu%2FuonQMw%2FKi8WB0%2BKjBovbCoL9PzkiJtI1xaLA1wrS%2FhjFMOvlGdvpvNRuyF0YVgyfdZDLFcJXJ9dqjZDtQqo15mhelLXW3FToim7QChliCnMudn7GpuAOTDKs%2B0AYIrmkiLdoaBfV05hHGRV5hhY%7Ctkp%3ABFBM7pbekp9g
"MACBOOK PRO 2019 TOUCH BAR 16"" (SEE DESCRIPTION)",Parts Only,$889.87,,+$66.00 , United States,https://www.ebay.com/itm/403652592119?epid=18035226370&hash=item5dfb91c1f7:g:q58AAOSw7F9iRGSN
"Apple MacBook 12"" A1534 For Parts, READ",Parts Only,$350.00,,+$71.85 , United States,https://www.ebay.com/itm/402288006661?epid=238286353&hash=item5daa3bd605:g:09MAAOSwNp1e3TGV
"Apple MacBook Pro A1278 7,1 13"" 2.66GHz C2D 4GB DDR3 250GB SSD 10.13 (Grade B)",Pre-Owned,$110.49,15% off,+$162.05 , United States,https://www.ebay.com/itm/384818350747?hash=item5998f60a9b:g:-skAAOSwsptiTKGJ
"Apple MacBook Pro 13"" Touch Bar i5 8GB 256GB Space Gray MISSING PARTS MUHP2LL/A",Parts Only,$319.99,,+$256.70 , United States,https://www.ebay.com/itm/124495369201?epid=2303863019&hash=item1cfc8093f1:g:m88AAOSwtzZibD73
"Lot of 6x 13"" APPLE MacBook Pro A1278 Intel Core 2 Duo 4GB 250GB 160GB Read !",Pre-Owned,$716.00,,+$321.15 , United States,https://www.ebay.com/itm/255474878956?hash=item3b7b7d49ec:g:95gAAOSwfzliTckx
Apple MacBook Pro A1260 MB133LL/A February 2008 C2D 2.4GHz 2GB RAM 200GB HD,Parts Only,$109.00,,+$319.38 , United States,https://www.ebay.com/itm/143179174406?epid=78120315&hash=item215624d206:g:K2cAAOSwfhlcCIFw
APPLE MACBOOK AIR 13 INCH LAPTOP | I5 TURBO BOOST | SSD | 2 YEARS WARRANTY,Pre-Owned,$249.99,,Shipping not specified, United States,https://www.ebay.com/itm/334352150550?hash=item4dd8f0f016:g:lZIAAOSwv5JiImGW&amdata=enc%3AAQAHAAAA4Ekfuxrjz4KhSNI4HQDKfbeetbxUAR9vxfHpZvpI%2F4nHP96x8NRl5MRfbqZ27bOW%2B0fTsehx3P0hYpHtWM0UbuIMb8qrHemSaANNoNFq1LqU1lCzp0VLJ8kepU1101MhCgK4XXt3xwjNGhDAkTx0AsQVrWt6%2BA3Kw3j8z4oFbSbx8yp%2BYun0oWCJE8HunioPWDQ9RBOyPjRFvL92kLRV66UFGwcnLJrCW2mWZzWFh3CvURLTiSNrPwAkyT7wQAdSf%2BHJxGY8xYq6GbRMW%2FQ%2BnfEG57CtRq5VPXJXvVDtpMAo%7Ctkp%3ABFBM7pbekp9g
Apple Macbook Pro 13.3” 2012 2.5GHz intel Core i5 8GB RAM 128GB SSD,Pre-Owned,$295.00,,+$84.55 , United States,https://www.ebay.com/itm/164234496556?hash=item263d238a2c:g:tm0AAOSwXmFe27W6&amdata=enc%3AAQAHAAAA4Jyd9ICNKfu%2BXK62tTZLfDb2V6sbouc45krk916UkN39B2zOmkBujBuS7q2CSsCIJaLL%2BuQ1Udl247BGLF2hyc7BaVkomJLYwzcduQ9zHzsd%2BVAN25%2F%2B%2BfDIK%2FGwkDaMVYdpNGdfx0PMJq9Rr92f59BzIBrI4JRvB6eKSvbwsYq1IYQwdXfVRN82S21%2Fig4TQ%2BDS8x1AQ5N5UBGoQTRAmL0CFgf8FB8Jlf5jIY4ZwrD58F0sgmFqQsRSurB0yywN0YM%2BYJJzzOt%2FVt80R9EkPz%2F8SMt%2B4C826T3rCQ3sYn3Z%7Ctkp%3ABFBM7pbekp9g
"Apple MacBook Pro 15"" Space Gray 2018 i9 2.9GHz 32GB 512GB SSD Big Sur MR942LL/A",Very Good - Refurbished,"$1,204.99",,+$66.95 , United States,https://www.ebay.com/itm/194250601426?epid=13021490718&hash=item2d3a3cf3d2:g:CMUAAOSwvX1iYEAv
"Apple MacBook Pro 15"" 2018 i9 2.9GHz 6-Core 32GB 1TB New Battery #05517",Pre-Owned,"$1,125.99",,+$119.80 , United States,https://www.ebay.com/itm/275307240945?hash=item4019971df1:g:FjoAAOSwE0lievTZ
"Apple MacBook Pro 2021 14.2"" M1 16 1TB SSD - MKGQ3LL/A (See Description)",Parts Only,"$1,799.00",,+$49.00 , United States,https://www.ebay.com/itm/403666882467?epid=13050304331&hash=item5dfc6bcfa3:g:YKYAAOSws6ZihUwg
"Apple MacBook Air 13"" Space Gray i5 1.6GHz 16GB 256GB SSD Big Sur MRE82LL/A L/B",Very Good - Refurbished,$554.99,,+$66.95 , United States,https://www.ebay.com/itm/203733141231?hash=item2f6f7106ef:g:ZBgAAOSwmwdiYEDo
"Apple MacBook Pro 2021 16"" M1 16 512GB - MK193LL/A (See Description)",Parts Only,"$1,749.89",,+$49.00 , United States,https://www.ebay.com/itm/403663788707?epid=11050299618&hash=item5dfc3c9aa3:g:UCoAAOSwVWVig7FG
"Apple MacBook Pro 13 inch (120GB, Intel Core i5, 2.30GHz, 8GB)",Pre-Owned,$200.00,,+$21.00 , United States,https://www.ebay.com/itm/354017182181?epid=99741550&hash=item526d1181e5:g:XfwAAOSwtO1iXjPu
"Apple Macbook Pro 15"" Mid-2017 Silver i7 2.9GHz 16GB 512GB SSD Big Sur MPTT2LL/A",Very Good - Refurbished,$829.99,,+$62.46 , United States,https://www.ebay.com/itm/203532142795?hash=item2f637608cb:g:GWYAAOSwcmpg-GtI
"NEW 2022 SEALED APPLE MACBOOK PRO - 16"" SPACE GRAY - LOADED - M1 MAX",Brand New,"$8,499.99",,"+$3,675.55 ", United States,https://www.ebay.com/itm/115127583323?hash=item1ace23825b:g:r3oAAOSwGI1iZaDV
"MacBook Pro 13.3"" Apple M1 chip 8GB Memory 512GB SSD MYD92LL/A - Space Gray",Open Box,"$1,399.99",,+$308.96 , United States,https://www.ebay.com/itm/154877435921?epid=24042406150&hash=item240f6a2011:g:4OsAAOSwk9liaFrv
Apple Macbook a1181- Parts,Parts Only,$20.00,,+$70.00 , United States,https://www.ebay.com/itm/284459736953?hash=item423b1f1f79:g:fbQAAOSwlINhSVsF
"Apple MacBook Pro 2021 14.2"" M1 16 512GB - MKGP3LL/A (See Description)",Parts Only,"$1,699.89",,+$49.00 , United States,https://www.ebay.com/itm/403657096715?epid=13050304310&hash=item5dfbd67e0b:g:wKYAAOSwBQVifmRW
"Apple MacBook Pro 13"" i5 8GB RAM 256GB SSD - MPXT2LL/A - (2017 Edition)",Pre-Owned,$494.88,,+$49.00 , United States,https://www.ebay.com/itm/403435434350?epid=238296338&hash=item5deea0316e:g:LaQAAOSwy2hh8tMo
macbook pro 13 inch m1 2020 Space Gray,Pre-Owned,"$1,100.00",,+$60.00 , United States,https://www.ebay.com/itm/284638619543?hash=item4245c8a797:g:micAAOSw0c5h~Kpl
"Apple MacBook Pro A1278 8,1 13"" 2.7GHz Core i7 256GB HDD 4GB RAM 10.13 (Grade C)",Pre-Owned,$144.49,15% off,+$162.05 , United States,https://www.ebay.com/itm/374006307209?hash=item5714835989:g:VkAAAOSw6~dg1OFL
"Apple MacBook Pro 13 inch | 2017 | Intel I5, 8GB Ram, 128gb SSD | Big Sur | 🔥",Pre-Owned,$675.00,,+$112.00 , United States,https://www.ebay.com/itm/294999053962?epid=238296338&hash=item44af50568a:g:ftUAAOSw6ONiiwES
"Apple MacBook Air 2011 A1369 MC965LL/A 13.3"" Core i5 1.7GHz 4GB 128GB Catalina",Parts Only,$228.00,,+$79.00 , United States,https://www.ebay.com/itm/144016211758?epid=108849307&hash=item218808ff2e:g:UpYAAOSw7klggJEh
"Apple MacBook Air A1466 6,2 13"" 1.3GHz i5-4250U 128GB SSD 4GB RAM 11.0 (Grade C)",Pre-Owned,$140.24,15% off,+$135.79 , United States,https://www.ebay.com/itm/384874914141?hash=item599c55215d:g:xdUAAOSwxexhN64q
"Apple MacBook Pro A1278 7,1 13"" 2.66GHz C2D 4GB DDR3 250GB SSD 10.13 (Grade C)",Pre-Owned,$101.99,15% off,+$162.05 , United States,https://www.ebay.com/itm/384818350839?hash=item5998f60af7:g:Gf8AAOSweU5iTKGP
"Apple MacBook Pro A1278 7,1 13"" 2.4GHz C2D-P8600 4GB RAM 250GB HDD 10.13 Grade B",Pre-Owned,$101.99,15% off,+$162.05 , United States,https://www.ebay.com/itm/134076594292?hash=item1f37967874:g:QKQAAOSwxalg1Iiz&amdata=enc%3AAQAHAAAA4A8b5Qz380s%2FxTKXolHr21j0xtgsqswI0bV%2B4wWs7TYmbnp7ZH%2BbiYPbz29Hqzd2uajt4ju79%2Bro7HDQJ3O74LAPy6ET380KiTLA%2BE3lMkvWSqoZx6rVck1uR3inz5yryy46dPDP4OFzV5wpZc%2FZRM16CTU6U8rE1e%2BBLXECpfeDLOYcb4e235S0juPsIA0A7AV8JqtKuX%2FzfjhN7jRpyollxMryhPhj9bxjGVe1Qb%2BdEQ4jj1XvH8WEeaDjrWUcBy5uG74HuAp45i6OPsQdrBJqjymR6uccBRpdRZ9VsHMV%7Ctkp%3ABFBM7pbekp9g
{i5} Apple MacBook Pro 13” 2015 MacBook Pro Runs W/ BigsurOs (11.5),Open Box,$850.00,,+$74.00 , United States,https://www.ebay.com/itm/334134513868?hash=item4dcbf810cc:g:HccAAOSw5D9hMPHN&amdata=enc%3AAQAHAAAA4Dk3enAC0%2FFN4N%2FXb%2BknDjBaQDpbAi2gatTtujEVnxT3%2F%2FN%2FhOTuTtQTrhnj4vsgAz4SXDOwdOorJIuEQm%2BHhdI6ntQpe1UUWHLZef%2FPn0krJJvT3RWsQvnYO9R07qZNvbjCNiBjWPWe4e56jeLBmfjTnsEc1p2yGhpyfrKNDeNAkS3R6ZD%2FcahCgn5vpDi1h0nkggseYtHLvBGwvWQv%2B%2FLut6kvCkqzb%2Bn3lF48aLsur8xY7%2BCJBTOjDKpADAGMtUUOMIdgWxEUvdWYSCv0xsK5Ip2ku87p4jqE%2BnwrM2Vy%7Ctkp%3ABFBM7pbekp9g
Shop on eBay,Brand New,$20.00,,,,https://ebay.com/itm/123456?hash=item28caef0a3a:g:E3kAAOSwlGJiMikD&amdata=enc%3AAQAHAAAAsJoWXGf0hxNZspTmhb8%2FTJCCurAWCHuXJ2Xi3S9cwXL6BX04zSEiVaDMCvsUbApftgXEAHGJU1ZGugZO%2FnW1U7Gb6vgoL%2BmXlqCbLkwoZfF3AUAK8YvJ5B4%2BnhFA7ID4dxpYs4jjExEnN5SR2g1mQe7QtLkmGt%2FZ%2FbH2W62cXPuKbf550ExbnBPO2QJyZTXYCuw5KVkMdFMDuoB4p3FwJKcSPzez5kyQyVjyiIq6PB2q%7Ctkp%3ABlBMULq7kqyXYA
"Apple MacBook Pro 13"" 2.5GHz i5 16GB RAM 1TB SSD A1278",Pre-Owned,$479.50,,+$99.99 , United States,https://www.ebay.com/itm/154957468404?hash=item24142f52f4:g:zpoAAOSwvw1iYCPm&amdata=enc%3AAQAHAAAA4ObF%2FsrMaKkn9Uk4QxE9GiDkxNx9JDAq5KQCtcdf1frzQXI2T5eYdzUwfcuJDMSpfE9vhowqhqT%2BxxoKdLJPJyyehS29ZiIQMF4qqtKrfsemHP%2FHpK30pjYUlvk2fjPOCOmfnEnAeYB%2BDoG01gtIIOk%2B%2B2tYKQUaCfRIwoK5e4ZCTxfPu7%2BQiHBeMCCeKDh3vco%2BGbAYMh2WNXiE1L9rRnOebQNjpsdSRJuZqICUhi7enJ6zjK91i6PLAUei1UFrr2lOqH58jdUmiyvOyeIu%2B4sLw7zQVbvZexDzm3q3ctxN%7Ctkp%3ABFBM1L7ekp9g
Macbook Pro 13” 2.5GHz intel Core i5 2012 8GB RAM 500GB HDD Multicolor Cover,Pre-Owned,$350.00,,+$84.55 , United States,https://www.ebay.com/itm/163586033153?epid=110891711&hash=item26167cc601:g:xXEAAOSwx2xg9hSA&amdata=enc%3AAQAHAAAA4O8Ma2SCvgE0Ax7IwYLv8QPHQIc17cK%2BZUoosbXtLfD6nLES3pn9y6zAupaqkNR1ld57MyFv%2FAoCByF5x3ux4O2Cw1iSVoGrdVz%2FgULTDY4ULqqD3C4OL7c%2FyJnSROaXBYWkfdXZgKfIPLQ0BB%2BX9gokFysAIvGfV61YjgiEEeXkel%2F8N2XrZT5xt3sEOS%2Fw9NGlNvyn2GbnzsWTNEt4B02EAdgQ4HJ94bv%2FftGzvU46DUvOXUF0dSCdcdqDLcYSHQJpcJHrFonmp3xSLLctlATB5AzDh228X1i6b8S%2Fys4B%7Ctkp%3ABFBM1L7ekp9g
"Apple MacBook Pro 13"" 2.9 GHz i5 512GB SSD 16GB RAM Early 2015 A1502 VALUED BUY!",Pre-Owned,$445.00,,+$49.00 , United States,https://www.ebay.com/itm/224991228220?hash=item346285b13c:g:XrgAAOSwUxlig-wD&amdata=enc%3AAQAHAAAA4P63jzSi493LtLi%2FLnSWqdbPwHLp%2Fpb3bID9JShfZog%2F59%2FDVOaPwA97xRX4vCjxvSS2%2FrDH1nfzLb40gpy6FGG4Hy2EUOhukQZa5RkeSDaWJFO%2FB5Hvh%2F2y0uboO%2F7D2IAFtjFs%2FTxpQCVnY8tgumYWEAMUwOTD1INk5cWVLanTu7hUj3O18l0cHo1lCEx1C%2FmqWwkRk2Umn5gldVF%2BagwGv1L4UN8LOB3dt6opsMsYFXnE%2FFhYXVWWn9IthYuXSKmMKxeqctm7qzzmlfK2JjLRmBH8eM%2F61woiSEic5bb5%7Ctkp%3ABFBM1L7ekp9g
Apple MacBook Pro 13-Inch A1278 (Late 2011) Motherboard,Pre-Owned,$167.50,33% off,+$13.00 , United States,https://www.ebay.com/itm/125257677727?hash=item1d29f07b9f:g:JaYAAOSw5spiVx2l&amdata=enc%3AAQAHAAAA4CJ5v4C4KSSMtSE%2F1kfxDmfQwG1E6njMzz07WzguMNXpwQfJs32sc4HMKukDq6mS154h8HU6Qv%2BP7YfJmImqziTfm8yiOJvSZlc4XKzWrMUkFbBn84B3mArynoOffKtFFvLVuJhLUY5fgDvfwyeP%2F8VrVO9%2BnAumghS6vTUEQyQidgDXmYc2pyF7e1nfjcVXMxMRDn6Vrw6wbs%2FXX4p%2Fqp54JP20DSlvV9lHa9wC4YDF13%2FAlOaW%2BA1OQfSxBt49yMJ0xnnhofy8%2B3crWnbEWkahxz%2Fhlev%2FqEPs4oP2VaGq%7Ctkp%3ABFBM1L7ekp9g
Apple Macbook Pro (2020) Core i5-8257U 1.4Ghz 8GB RAM 256GB SSD - MXK32LL/A,Parts Only,$494.99,,+$49.00 , United States,https://www.ebay.com/itm/403421681662?epid=4038042762&hash=item5dedce57fe:g:bEMAAOSw~XxgpS~x
Apple MacBook Pro 2011 MC724LL/A Core i7-2620M 2.7GHz 4GB DDR3 500GB HD Catalina,Pre-Owned,$209.00,,+$83.00 , United States,https://www.ebay.com/itm/134081920890?epid=99741020&hash=item1f37e7bf7a:g:m-EAAOSwWX9iEbci
Apple MacBook Pro 15-inch 2019 i9 2.3 GHz Intel 8-core 512GB SSD 16GB RAM #5549,Pre-Owned,"$1,195.99",,+$121.80 , United States,https://www.ebay.com/itm/275084730447?epid=15048215569&hash=item400c53e04f:g:n34AAOSwOVlhzn5U
"Apple MacBook Pro 13.3"" i5 512GB - Z0YJ1LL/A (CRACKED LCD)",Parts Only,$440.88,,+$66.00 , United States,https://www.ebay.com/itm/403465740415?epid=24039543637&hash=item5df06ea07f:g:WSkAAOSwPexh8wSZ
Apple MacBook Pro A1278 2010 Intel 2.4GHz 8GB 128SSD,Pre-Owned,$99.95,,+$74.00 , United States,https://www.ebay.com/itm/203877114376?hash=item2f7805e208:g:Mk4AAOSwXtFiN~5l
Apple MacBook Pro Intel Core i5 2.5 Ghz 13 inch laptop 16GB ram 1TB storage,Pre-Owned,$375.00,,+$74.00 , United States,https://www.ebay.com/itm/363847946740?hash=item54b70711f4:g:QrcAAOSw9bRiiuYk
"Apple MacBook Pro 15"" 2016 Silver i7 2.7GHz 16GB 512GB SSD Big Sur MLH42LL/ A LC",Good - Refurbished,$639.99,,+$62.46 , United States,https://www.ebay.com/itm/403149775369?hash=item5ddd996209:g:kXcAAOSws7NiYDwG
Apple MacBook Air i5-1030NG7 8GB 512GB SSD - MVH42LL/A,Parts Only,$479.89,,+$49.00 , United States,https://www.ebay.com/itm/403458814958?epid=18037475356&hash=item5df004f3ee:g:JooAAOSwbNhiYswV
APPLE MACBOOK PRO 2019 - TOUCH BAR Intel Core i5 8GB 256GB SSD - MUHP2LL/A,Parts Only,$476.88,,+$49.00 , United States,https://www.ebay.com/itm/403458672768?epid=2303863019&hash=item5df002c880:g:rskAAOSwcTdiApMo
"Apple MacBook Pro Retina 15"" Core i7 2.6GHz 16GB, 256GB 392 Cycle GOOD CONDITION",Pre-Owned,$455.00,,+$66.00 , United States,https://www.ebay.com/itm/224996659036?hash=item3462d88f5c:g:NGkAAOSwJydicISi&amdata=enc%3AAQAHAAAA4PbAcSCD5SKs3F%2BluWzfJK%2FLJFTAeujJuhBfzvkBEdjBpW94ugSnZZ90GJrh%2BeL7bfMQ4P0dPeseWZ%2FvGfX%2Fv%2FvwSHFjTt3yRKLdjqZTQk39ubSMANMLOTFD6j7GiKCUxQ0DxalpnK%2F6bqZ0GGGrwuzfyI2sjIeL5nc2%2FzWORAoEW6S3Ua1k7UKU0U5vDUGqoC6KskDHPbIeIV6zwOQbWixcflEOnURRGKre74nq%2F%2FW1FSZTvNAmRN6WQWZnlbBACwUISUKZ1owd5t3zV6b7%2BQv%2BUMuDCYVWYfEGHIoPnd0j%7Ctkp%3ABFBM1L7ekp9g
"UPGRADED MacBook Air 13.3"" LED, 2015 MJVE2LL/A, Core i5, 8GB RAM, 1TB M.2 SSD",Pre-Owned,$750.00,,+$71.85 , United States,https://www.ebay.com/itm/125319422114?hash=item1d2d9ea0a2:g:bMQAAOSwR9FihCj~&amdata=enc%3AAQAHAAAA4FLKtRPjHc7Obk0Evlr%2B3XmL0YAe%2BkfG1NJuObQbZzAn6UeM7aub717TTEjStOz3P95p7L1SRW8GSbAknwspsDYzUemq%2F2HJ9NrWUsYSvjRE%2F27fOqc3ULwdswOi7N7hgeJtklodz1O0Rez9RuEJcjAU3TOSNNqV0mbwpk%2BXCgGJ0Flg35WfUi5i8S3bqr6WQb2W1x6M0RIvm%2Bmc05%2BqjpX5Z%2BQQJvuF16UCgvlnh0AxxQUDWv3YFibDQhMdkmvTZ9w1zpiT96xjqIQ9q1vNuh89rZEqVFke0kkyvaCWyst3%7Ctkp%3ABFBM1L7ekp9g
